,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,Battery Cell,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDD Capacity,System Architecture,RJ45,Hardware Interface,Sound Chip,Refresh Rate,Ethernet,Pointer Device,EMMC Storage Capacity,Multi Card Slot,Security Chip,Chipset,Memory Slots,RPM,RAM Frequency,Lock Port,TGP,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Other Accessories,Dock Port,Firewire Port,Read/Write Speed,Antivirus,International Warranty,Wireless WAN,Recovery Options,Brightness,Stylus Included,Inbuilt 4G LTE
821,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGN93HN/A,MGN93HN/A,,2020 Macbook Air,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 15 Hours,30 W AC Adapter,No,Apple,M1,,Yes,256 GB,8 GB,DDR4,Apple M1 Chip,,Upto 16 GB,,NA,8,,Mac OS Big Sur,,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,30.41 cm x 1.61 cm x 21.24 cm,1.29 kg,Not Available,720p FaceTime HD Webcam,,Backlit Magic Keyboard,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,81990,,,,,,,,,,,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,
822,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560896WIN9B,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,,,Intel Integrated UHD,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",1 x HDMI 1.4,No,96.52 cm (38 cm),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 x 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,No,Standard Keyboard,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,41999,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00F5IN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR5,12450H,"Base Frequency 2.0 GHz, Max Turbo Boost at 4.4 GHz",16 GB,12 MB,NVIDIA GeForce RTX 3050,8,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,78990,,GDDR6,6 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,4800,,,,,,,,,,,,,,,,,,,,
824,"Laptop, User manual, Adapter",TB15 G4 IAP,21DJA049IH,TB15 G4 IAP,Thinkbook,Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Upto 6 Hours,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,1.3 GHz with Turbo Boost Upto 4.4 GHz,,,Intel Integrated UHD,,,Windows 11 Home,,,"1 x USB 3.2 Gen 1/1x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD Anti-glare Display,Yes,Yes,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,357 x 235 x 18.9 mm,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",Yes,,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,48990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0506TU,678M8PA#ACJ,14a-ca0506TU,Chromebook x360 Intel,Mineral Silver,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.2), 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
826,"Laptop, power adapter",Bravo 15 B5ED-035IN,9S7-158M12-035,Bravo 15 B5ED,Bravo 15,Black,Gaming Laptop,Gaming,,150W adapter,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR,5800H,3.2GHz Upto 4.4GHz,,,AMD Radeon RX6500M,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1x HDMI 2.1 (4K @ 60Hz),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, 144Hz, 45%NTSC, IPS-Level",Built-in Dual Stereo Speakers,Yes,,AMD Wi-Fi 6E RZ608,v5.2,359 x 259 x 24.95mm,2.35 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),Yes,,53.5 Whr Battery,1 Year Warranty Term,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,57990,,GDDR6,4 GB,,64 Bit,Yes,,,144 Hz,Gb LAN,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,
827,"Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-33,UN.EH6SI.003,EX215-33,Extensa (2023),Pure Silver,Notebook,"Entertainment, Everyday Use, Performance, Processing & Multitasking",,3-pin 45 W AC adapter,Yes,Intel,Core i3,,Yes,512 GB,8 GB,LPDDR5,N305,Max Turbo Frequency Upto 3.80 GHz,,,Intel Integrated UHD,,64 bit,Windows 11 Home,Windows 11 Home,,"2 x USB 3.2 Gen 1 Port, 1 x USB Type-C Port",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in front facing stereo speakers,,,WIFI6,v5.1,362.9 x 237.5 x 18.9mm,1.7 Kg,Not Available,T-Type HD camera,,99-/100-/103-key Acer keyboard layout with international language support,No,,40 Wh Li-ion battery,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical damage,1 Year,32990,3 Cell,,,,64 bit,,,,,,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",,,,,,,,,,,,,,,,,,,,,,,,,,
828,"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-71,NH.QLTSI.001 / NH.QLTSI.004,PHN16-71,Predator Neo (2023),Obsidian Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR5,13500HX,Max Turbo Frequency up to 4.7 GHz,,,NVIDIA GeForce RTX 4050,,,Windows 11 Home,,,"1 x USB 3.2 Gen 2 Port, 1 x USB 3.2 Gen 2 port with power-off charging, 2 x Two USB Type-C ports(Thunderbolt 4)",,No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, IPS (In-Plane Switching) technology, high-brightness (400 nits)",,,,Killer Wi-Fi 6 AX 1650i,v5.1,,2.6 Kg,Not Available,Narrow USB HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",Yes,,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,109990,4 Cell,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,"Laptop, Power Adaptor, User Guide, Warranty Documents",15APH8,82XT004HIN,15APH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 9.5 Hours,170W Slim Tip Adapter (3 Pin),Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,7840HS,"Base Frequency 3.8 GHz, Max Turbo Boost at 5.1 GHz",16 GB,16 MB,NVIDIA GeForce RTX 3050,8,,Windows 11 Home,Windows 11,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144 Hz, G-SYNC, FreeSync",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,1 Year,87990,,GDDR6,6 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,AMD SoC Platform,2,5600,,,,,,,,,,,,,,,,,,,,
830,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00BRIN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.9 GHz",16 GB,24 MB,NVIDIA GeForce RTX 4060,10,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,114990,,GDDR6,8 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,5200,,,,,,,,,,,,,,,,,,,,
831,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,XL30,71008301088,XL30,Y1 Plus Neo Intel,Grey,Thin and Light Laptop,Processing & Multitasking,,,No,Intel,Celeron Quad Core,11th Gen,Yes,512 GB,8 GB,LPDDR4X,JSL N5100,1.1GHz - 2.8GHz,,,Intel Integrated UHD,,,Windows 11 Home,,,2 x USB 3.0,,No,39.01 cm (15.36 inch),1920 x 1080 Pixel,"Full HD Display (250nits peak brightness, , 87% sRGB) Anti Glare",Build-in Dual Speakers,Yes,,Wi-Fi 5 (802.11ac),v5.1,358.5 x 235.7 x 18.15 mm,1.76 Kg,Not Available,2.0 MP FHD Webcam,,Backlit Keyboard,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,24490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"Laptop, Power Adaptor, User Guide, Warranty Documents",M6500QF-HN521WS,90NB1241-M000U0,M6500QF-HN521WS,"Vivobook Pro 15 For Creator,",Quiet Blue,Gaming Laptop,Gaming,,120W AC Adapter,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5600H,3.3GHz Upto 4.2GHz,,19 MB,NVIDIA GeForce RTX 2050,6,,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A, 1 x 3.5mm Combo Audio Jack, 1 x DC-in",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in speaker,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.3,359.8 x 234.3 x 18.9 ~ 19.9,1.80 Kg,Not Available,1080p FHD camera With privacy shutter,,Backlit Chiclet Keyboard,Yes,,50WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,54990,3 Cell,GDDR6,4 GB,,,,,,144 Hz,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,
833,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fq1092au,50M60PA#ACJ,14s-fq1092au,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,Yes,8,AMD Radeon AMD,6,64 bit,Windows 11 Home,Windows 11 Home 64 Single Language,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Built-in dual array digital microphones,,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,324 x 225 x 17.9 mm,1.46 Kg,Not Available,HP True Vision 720p HD camera,No,"Full-size, backlit, natural silver keyboard",Yes,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,43990,3 cell,,,,,,,,,,HP Imagepad with multi-touch gesture support,,1 x card reader,,,,,3200 MHz,,,,,,,,,,,,,,,,,,,
834,"Laptop, battery, power adapter, user guide",Katana 15 B12UDXK-1004IN,9s7-158571-1004,Katana GF66 12UC-1004IN,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,DDR4,12650H,3.2 GHz upto max turbo frequency at 4.7 Ghz,,,NVIDIA GeForce RTX 3050,,,Windows 11 Home,,,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,2.25 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),No,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,79990,3 Cell,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#2767C,Primebook 4G,4G Android Based,Blue,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
836,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0504TU,678M6PA#ACJ,14a-ca0504TU,Chromebook x360 Intel,Forest Teal,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Quad Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate,(USB Power Delivery, DisplayPort 1.2) 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView, (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
837,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5111TU,6P129PA#ACJ,15s-fq4021TU,15s Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,"1.3 GHz upto Max 4.4 GHz,",,12,Intel Integrated Iris Xe,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, UWVA, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,56990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,"Laptop, Power adapter",Modern 14 C7M-063IN,9S7-14JK11-063,Modern 14 C7M-063IN,,Urban Silver,Thin and Light Laptop,Processing & Multitasking,,65W adapter,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,,,AMD Radeon AMD,,,Windows 11 Home,,,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,,AMD Wi-Fi 6E RZ608,v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),,Single backlight Keyboard(White),Yes,,,1 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,39990,3 cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,"Laptop, battery, adapter, cables and user manuals",ideapad 3 cb 11igl05 2,82BA001PHA|82BA0029HA,CB 11IGL05,IdeaPad 3 Chromebook Intel,Onyx Black,Chromebook,Processing & Multitasking,Upto 10 Hours,45W USB-C,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,Max Frequency Up to 2.8 GHz,,,Intel Integrated UHD,,,Chrome,Chrome OS,Yes,"2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort), 2 x USB 3.2 Gen 1",,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,HD TN 250nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 2 Stereo Speaker,"11ac, 2x2",v4.2,286.7 x 205.5 x 18.05 mm,1.12 kg,Not Available,720p,No,"Non-backlit, English",No,,42Wh,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,14990,,,,,,,,,,,,64 GB,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,
840,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#006C,Primebook 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
841,"Laptop, battery, power adapter, user guide",Thin GF63 12UCX-265IN,9S7-16R821-265,Thin GF63 12UCX,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,,,NVIDIA GeForce RTX 2050,,,Windows 11 Home,,,"1 x Type-C USB3.2 Gen1, 3 x Type-A USB3.2 Gen1",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),No,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,59990,3 Cell,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,"Laptop, battery, power adapter, user guide",E1404GA-NK323WS,90NB0ZW3-M000L0,E1404GA-NK323WS,Vivobook Go 14 (2023) Intel - N305,Grey Green,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,N305,Max turbo frequency at 3.8 Ghz,,,Intel Integrated UHD,,,Windows 11 Home,,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,324.5 x 213.9 x 17.9 mm,1.38 Kg,Not Available,720p HD camera With privacy shutter,,Chiclet Keyboard,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,35990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,"Laptop, Power Adaptor, User Guide, Warranty Documents",16-d0311TX,7K4X1PA#ACJ,16-d0311TX,Victus Intel,Mica Silver,Gaming Laptop,Gaming,,,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,11400H,2.7Ghz upto 4.5 GHz,,,NVIDIA GeForce GTX 1650,6,,Windows 11 Home,,,"1 x USB Type C 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate, 2 x USB Type A 5Gbps signaling rate",,No,40.89 cm (16.1 Inch),1920 x 1080 Pixel,"Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 250 nits, 100% sRG",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,InteL Wi-Fi 6 AX201 (2x2),v5.2,370 x 262 x 23.5 mm,2.48 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, backlit, mica silver keyboard with numeric keypad",Yes,,70 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,61990,,GDDR6,4 GB,,,,,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
